time_identifier,time_period,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,gender,number_of_children,point_score,average_point_score,elg_number,elg_percent,gld_number,gld_percent,comm_lang_lit_number,comm_lang_lit_percent
Academic Year,201516,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,381,E08000033,Calderdale,Total,2730,92635,33.9,1770,64.8,1844,67.5,1879,68.8
Academic Year,201516,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,381,E08000033,Calderdale,Girls,1369,48244,35.2,1019,74.4,1048,76.6,1066,77.9
Academic Year,201516,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,381,E08000033,Calderdale,Boys,1361,44391,32.6,751,55.2,796,58.5,813,59.7
Academic Year,201516,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,371,E08000017,Doncaster,Total,3887,133625,34.4,2627,67.6,2710,69.7,2736,70.4
Academic Year,201516,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,371,E08000017,Doncaster,Girls,1902,68124,35.8,1452,76.3,1472,77.4,1483,78
Academic Year,201516,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,371,E08000017,Doncaster,Boys,1985,65501,33,1175,59.2,1238,62.4,1253,63.1
Academic Year,201516,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,811,E06000011,East Riding of Yorkshire,Total,3515,124427,35.4,2396,68.2,2444,69.5,2525,71.8
Academic Year,201516,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,811,E06000011,East Riding of Yorkshire,Girls,1718,62818,36.6,1298,75.6,1312,76.4,1350,78.6
Academic Year,201516,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,811,E06000011,East Riding of Yorkshire,Boys,1797,61609,34.3,1098,61.1,1132,63,1175,65.4
Academic Year,201516,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,810,E06000010,Kingston Upon Hull City of,Total,3435,111140,32.4,2057,59.9,2233,65,2243,65.3
Academic Year,201516,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,810,E06000010,Kingston Upon Hull City of,Girls,1634,54674,33.5,1114,68.2,1179,72.2,1183,72.4
Academic Year,201516,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,810,E06000010,Kingston Upon Hull City of,Boys,1801,56466,31.4,943,52.4,1054,58.5,1060,58.9
Academic Year,201516,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,382,E08000034,Kirklees,Total,5670,194229,34.3,3700,65.3,3793,66.9,3898,68.7
Academic Year,201516,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,382,E08000034,Kirklees,Girls,2757,98126,35.6,2054,74.5,2089,75.8,2142,77.7
Academic Year,201516,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,382,E08000034,Kirklees,Boys,2913,96103,33,1646,56.5,1704,58.5,1756,60.3
Academic Year,201516,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,383,E08000035,Leeds,Total,10055,337234,33.5,6022,59.9,6281,62.5,6402,63.7
Academic Year,201516,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,383,E08000035,Leeds,Girls,4899,170288,34.8,3341,68.2,3427,70,3494,71.3
Academic Year,201516,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,383,E08000035,Leeds,Boys,5156,166946,32.4,2681,52,2854,55.4,2908,56.4
Academic Year,201516,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,812,E06000012,North East Lincolnshire,Total,1988,67357,33.9,1352,68,1403,70.6,1419,71.4
Academic Year,201516,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,812,E06000012,North East Lincolnshire,Girls,941,33337,35.4,711,75.6,734,78,741,78.7
Academic Year,201516,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,812,E06000012,North East Lincolnshire,Boys,1047,34020,32.5,641,61.2,669,63.9,678,64.8
Academic Year,201516,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,813,E06000013,North Lincolnshire,Total,1981,68247,34.5,1438,72.6,1464,73.9,1479,74.7
Academic Year,201516,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,813,E06000013,North Lincolnshire,Girls,1020,36475,35.8,834,81.8,842,82.5,849,83.2
Academic Year,201516,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,813,E06000013,North Lincolnshire,Boys,961,31772,33.1,604,62.9,622,64.7,630,65.6
Academic Year,201516,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,815,E10000023,North Yorkshire,Total,6204,212926,34.3,4184,67.4,4346,70.1,4434,71.5
Academic Year,201516,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,815,E10000023,North Yorkshire,Girls,3025,107249,35.5,2294,75.8,2345,77.5,2383,78.8
Academic Year,201516,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,815,E10000023,North Yorkshire,Boys,3179,105677,33.2,1890,59.5,2001,62.9,2051,64.5
Academic Year,201516,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,372,E08000018,Rotherham,Total,3317,114072,34.4,2278,68.7,2336,70.4,2361,71.2
Academic Year,201516,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,372,E08000018,Rotherham,Girls,1605,57626,35.9,1231,76.7,1254,78.1,1263,78.7
Academic Year,201516,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,372,E08000018,Rotherham,Boys,1712,56446,33,1047,61.2,1082,63.2,1098,64.1
Academic Year,201516,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,373,E08000019,Sheffield,Total,6404,217418,34,4337,67.7,4396,68.6,4440,69.3
Academic Year,201516,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,373,E08000019,Sheffield,Girls,3119,109655,35.2,2342,75.1,2366,75.9,2386,76.5
Academic Year,201516,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,373,E08000019,Sheffield,Boys,3285,107763,32.8,1995,60.7,2030,61.8,2054,62.5
Academic Year,201516,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,384,E08000036,Wakefield,Total,4200,138478,33,2640,62.9,2740,65.2,2780,66.2
Academic Year,201516,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,384,E08000036,Wakefield,Girls,2011,69152,34.4,1457,72.5,1494,74.3,1507,74.9
Academic Year,201516,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,384,E08000036,Wakefield,Boys,2189,69326,31.7,1183,54,1246,56.9,1273,58.2
Academic Year,201516,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,816,E06000014,York,Total,2025,71486,35.3,1477,72.9,1500,74.1,1522,75.2
Academic Year,201516,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,816,E06000014,York,Girls,984,35519,36.1,773,78.6,778,79.1,793,80.6
Academic Year,201516,Local Authority,E92000001,England,E12000003,Yorkshire and the Humber,816,E06000014,York,Boys,1041,35967,34.6,704,67.6,722,69.4,729,70
Academic Year,201516,Local Authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Total,3355,112965,33.7,2146,64,2228,66.4,2285,68.1
Academic Year,201516,Local Authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Girls,1663,57917,34.8,1199,72.1,1229,73.9,1253,75.3
Academic Year,201516,Local Authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Boys,1692,55048,32.5,947,56,999,59,1032,61
Academic Year,201516,Local Authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Total,8784,310743,35.4,5959,67.8,6216,70.8,6344,72.2
Academic Year,201516,Local Authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Girls,4299,158321,36.8,3259,75.8,3350,77.9,3402,79.1
Academic Year,201516,Local Authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Boys,4485,152422,34,2700,60.2,2866,63.9,2942,65.6
Academic Year,201516,Local Authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Total,4790,156262,32.6,2763,57.7,2905,60.6,2961,61.8
Academic Year,201516,Local Authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Girls,2357,79924,33.9,1551,65.8,1594,67.6,1624,68.9
Academic Year,201516,Local Authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Boys,2433,76338,31.4,1212,49.8,1311,53.9,1337,55
Academic Year,201516,Local Authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Total,7918,274121,34.6,5228,66,5341,67.5,5493,69.4
Academic Year,201516,Local Authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Girls,3965,141805,35.8,2953,74.5,2989,75.4,3042,76.7
Academic Year,201516,Local Authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Boys,3953,132316,33.5,2275,57.6,2352,59.5,2451,62
Academic Year,201516,Local Authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Total,8254,288320,34.9,5672,68.7,5818,70.5,5921,71.7
Academic Year,201516,Local Authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Girls,4056,146208,36,3073,75.8,3134,77.3,3186,78.6
Academic Year,201516,Local Authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Boys,4198,142112,33.9,2599,61.9,2684,63.9,2735,65.2
Academic Year,201516,Local Authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Total,9676,329969,34.1,6339,65.5,6592,68.1,6732,69.6
Academic Year,201516,Local Authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Girls,4618,163318,35.4,3395,73.5,3484,75.4,3550,76.9
Academic Year,201516,Local Authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Boys,5058,166651,32.9,2944,58.2,3108,61.4,3182,62.9
Academic Year,201516,Local Authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Total,3953,128791,32.6,2431,61.5,2510,63.5,2540,64.3
Academic Year,201516,Local Authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Girls,1873,63654,34,1318,70.4,1339,71.5,1353,72.2
Academic Year,201516,Local Authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Boys,2080,65137,31.3,1113,53.5,1171,56.3,1187,57.1
Academic Year,201516,Local Authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Total,9676,325307,33.6,6208,64.2,6486,67,6636,68.6
Academic Year,201516,Local Authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Girls,4717,164894,35,3427,72.7,3539,75,3602,76.4
Academic Year,201516,Local Authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Boys,4959,160413,32.3,2781,56.1,2947,59.4,3034,61.2
Academic Year,201516,Local Authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Total,416,14828,35.6,287,69,300,72.1,306,73.6
Academic Year,201516,Local Authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Girls,180,6705,37.3,146,81.1,149,82.8,152,84.4
Academic Year,201516,Local Authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Boys,236,8123,34.4,141,59.7,151,64,154,65.3
Academic Year,201516,Local Authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Total,16534,549274,33.2,10014,60.6,10532,63.7,10735,64.9
Academic Year,201516,Local Authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Girls,8035,277064,34.5,5480,68.2,5691,70.8,5787,72
Academic Year,201516,Local Authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Boys,8499,272210,32,4534,53.3,4841,57,4948,58.2
Academic Year,201516,Local Authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Total,4601,152208,33.1,2926,63.6,3009,65.4,3079,66.9
Academic Year,201516,Local Authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Girls,2201,75714,34.4,1608,73.1,1628,74,1666,75.7
Academic Year,201516,Local Authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Boys,2400,76494,31.9,1318,54.9,1381,57.5,1413,58.9
Academic Year,201516,Local Authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Total,3866,130691,33.8,2385,61.7,2490,64.4,2598,67.2
Academic Year,201516,Local Authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Girls,1865,66160,35.5,1353,72.5,1383,74.2,1430,76.7
Academic Year,201516,Local Authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Boys,2001,64531,32.2,1032,51.6,1107,55.3,1168,58.4
Academic Year,201516,Local Authority,E92000001,England,E12000005,West Midlands,884,E06000019,Herefordshire,Total,1971,68386,34.7,1397,70.9,1414,71.7,1435,72.8
Academic Year,201516,Local Authority,E92000001,England,E12000005,West Midlands,884,E06000019,Herefordshire,Girls,978,35055,35.8,773,79,777,79.4,785,80.3
Academic Year,201516,Local Authority,E92000001,England,E12000005,West Midlands,884,E06000019,Herefordshire,Boys,993,33331,33.6,624,62.8,637,64.1,650,65.5
Academic Year,201516,Local Authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Total,4843,154393,31.9,2759,57,2931,60.5,2980,61.5
Academic Year,201516,Local Authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Girls,2452,81283,33.1,1579,64.4,1654,67.5,1679,68.5
Academic Year,201516,Local Authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Boys,2391,73110,30.6,1180,49.4,1277,53.4,1301,54.4
Academic Year,201516,Local Authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Total,2963,106486,35.9,2021,68.2,2062,69.6,2140,72.2
Academic Year,201516,Local Authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Girls,1443,53969,37.4,1110,76.9,1120,77.6,1153,79.9
Academic Year,201516,Local Authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Boys,1520,52517,34.6,911,59.9,942,62,987,64.9
Academic Year,201516,Local Authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Total,2889,101014,35,1980,68.5,2074,71.8,2127,73.6
Academic Year,201516,Local Authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Girls,1400,51040,36.5,1067,76.2,1108,79.1,1132,80.9
Academic Year,201516,Local Authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Boys,1489,49974,33.6,913,61.3,966,64.9,995,66.8
Academic Year,201516,Local Authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Total,9621,346813,36,6939,72.1,7097,73.8,7221,75.1
Academic Year,201516,Local Authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Girls,4720,177647,37.6,3766,79.8,3819,80.9,3871,82
Academic Year,201516,Local Authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Boys,4901,169166,34.5,3173,64.7,3278,66.9,3350,68.4
Academic Year,201516,Local Authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Total,3447,114496,33.2,2114,61.3,2245,65.1,2262,65.6
Academic Year,201516,Local Authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Girls,1741,60796,34.9,1224,70.3,1286,73.9,1294,74.3
Academic Year,201516,Local Authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Boys,1706,53700,31.5,890,52.2,959,56.2,968,56.7
Academic Year,201516,Local Authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Total,2351,79533,33.8,1564,66.5,1625,69.1,1650,70.2
Academic Year,201516,Local Authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Girls,1169,41336,35.4,888,76,908,77.7,917,78.4
Academic Year,201516,Local Authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Boys,1182,38197,32.3,676,57.2,717,60.7,733,62
Academic Year,201516,Local Authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Total,3866,125425,32.4,2346,60.7,2506,64.8,2546,65.9
Academic Year,201516,Local Authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Girls,1892,63856,33.8,1321,69.8,1390,73.5,1408,74.4
Academic Year,201516,Local Authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Boys,1974,61569,31.2,1025,51.9,1116,56.5,1138,57.6
Academic Year,201516,Local Authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Total,6627,228198,34.4,4583,69.2,4706,71,4803,72.5
Academic Year,201516,Local Authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Girls,3228,115421,35.8,2503,77.5,2553,79.1,2598,80.5
Academic Year,201516,Local Authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Boys,3399,112777,33.2,2080,61.2,2153,63.3,2205,64.9
Academic Year,201516,Local Authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Total,3561,115133,32.3,2014,56.6,2222,62.4,2285,64.2
Academic Year,201516,Local Authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Girls,1717,58198,33.9,1137,66.2,1221,71.1,1253,73
Academic Year,201516,Local Authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Boys,1844,56935,30.9,877,47.6,1001,54.3,1032,56
Academic Year,201516,Local Authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Total,6450,224179,34.8,4317,66.9,4450,69,4544,70.4
Academic Year,201516,Local Authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Girls,3163,114003,36,2351,74.3,2401,75.9,2454,77.6
Academic Year,201516,Local Authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Boys,3287,110176,33.5,1966,59.8,2049,62.3,2090,63.6
